LSOA21CD,MSOA21CD
E01032355,E02006756
E01010183,E02002109
E01010183,E02002109
E01010183,E02002109
E01032886,E02002109
E01034047,E02006197
E01029725,E02006196
E01029725,E02006196
E01029598,E02006167
E01029593,E02006169
E01014343,E02002973
E01014343,E02002973
E01029541,E02006160
E01029554,E02006167
E01034059,E02002982
E01009097,E02001855
E01014287,E02002965
E01029749,E02006189
E01009416,E02001829
E01034059,E02002982
E01029745,E02006190
E01034049,E02006198
E01029686,E02006198
E01029688,E02006202
E01029754,E02006191
E01034057,E02002966
E01029593,E02006169
E01029598,E02006167
E01029686,E02006198
E01014360,E02002952
E01034049,E02006198
E01034049,E02006198
E01014360,E02002952
E01029754,E02006191
E01029554,E02006167
E01029736,E02006199
E01029747,E02006192
E01014339,E02002969
E01029743,E02006193
E01034054,E02002966
E01029694,E02006197
E01029743,E02006193
E01029542,E02006160
E01029753,E02006190
E01014340,E02002969
E01034059,E02002982
E01034059,E02002982
E01029747,E02006192
E01008973,E02001944
E01033247,E02006740
E01029541,E02006160
E01014212,E02002962
E01029747,E02006192
E01034059,E02002982
E01029648,E02006175
E01029662,E02006982
E01029673,E02006185
E01029786,E02006214
E01029658,E02006174
E01029633,E02006180
E01029658,E02006174
E01029633,E02006180
E01029628,E02006182
E01029658,E02006174
E01029645,E02006186
E01029641,E02006177
E01029791,E02006216
E01008974,E02001944
E01008973,E02001944
E01008974,E02001944
E01008974,E02001944
E01008974,E02001944
E01008974,E02001944
E01009437,E02001832
E01009437,E02001832
E01033626,E02006895
E01033626,E02006895
E01033629,E02001932
E01009458,E02001844
E01009416,E02001829
E01033630,E02001857
E01034951,E02006898
E01033623,E02006899
E01034951,E02006898
E01009097,E02001855
E01009416,E02001829
E01009416,E02001829
E01034937,E02001905
E01034951,E02006898
E01033564,E02006897
E01009143,E02006897
E01033557,E02006895
E01008895,E02001915
E01009479,E02001874
E01033559,E02001875
E01033559,E02001875
E01009416,E02001829
E01008930,E02001932
E01009290,E02001922
E01033630,E02001857
E01033565,E02006898
E01032182,E02006712
E01029694,E02006197
E01009358,E02001873
E01034946,E02006896
E01034931,E02001877
E01009159,E02001956
E01034930,E02001876
E01034913,E02001840
E01034930,E02001876
E01029743,E02006193
E01014340,E02002969
E01029725,E02006196
E01029611,E02006165
E01034049,E02006198
E01029743,E02006193
E01029753,E02006190
E01034057,E02002966
E01014287,E02002965
E01034059,E02002982
E01014259,E02002951
E01014212,E02002962
E01029749,E02006189
E01029542,E02006160
E01029736,E02006199
E01014259,E02002951
E01029593,E02006169
E01014339,E02002969
E01029688,E02006202
E01029694,E02006197
E01014360,E02002952
E01029753,E02006190
E01029725,E02006196
E01029611,E02006165
E01029725,E02006196
E01034048,E02006197
E01034054,E02002966
E01034048,E02006197
E01032403,E02006756
E01032344,E02006763
E01032286,E02006745
E01032400,E02006753
E01032191,E02006717
E01032189,E02006715
E01034325,E02006748
E01032409,E02006759
E01032401,E02006748
E01034327,E02006752
E01033249,E02006744
E01032403,E02006756
E01032337,E02006741
E01032344,E02006763
E01032344,E02006763
E01032342,E02006763
E01032397,E02006764
E01034324,E02006746
E01032409,E02006759
E01032342,E02006763
E01034328,E02006752
E01032192,E02006717
E01034328,E02006752
E01032411,E02006757
E01032403,E02006756
E01032403,E02006756
E01033249,E02006744
E01034325,E02006748
E01032401,E02006748
E01032327,E02006737
E01034324,E02006746
E01032189,E02006715
E01032189,E02006715
E01032400,E02006753
E01034327,E02006752
E01032409,E02006759
E01032286,E02006745
E01032384,E02006762
E01032401,E02006748
E01032342,E02006763
E01032189,E02006715
E01034925,E02001867
E01034947,E02006896
E01009380,E02001896
E01034948,E02006897
E01033622,E02006899
E01034941,E02001922
E01034936,E02001905
E01009159,E02001956
E01009481,E02001870
E01034914,E02001840
E01033565,E02006898
E01009090,E02001868
E01034931,E02001877
E01034925,E02001867
E01009490,E02001881
E01034928,E02001869
E01033620,E02006899
E01009488,E02001877
E01034951,E02006898
E01008909,E02001867
E01009090,E02001868
E01009066,E02001899
E01034940,E02001922
E01009329,E02001896
E01009488,E02001877
E01009414,E02001856
E01034917,E02001861
E01033625,E02006899
E01034949,E02006897
E01034941,E02001922
E01033640,E02006895
E01034942,E02001951
E01009389,E02001919
E01009331,E02006900
E01008982,E02001905
E01034936,E02001905
E01034949,E02006897
E01034948,E02006897
E01009146,E02006897
E01033622,E02006899
E01009244,E02001845
E01034937,E02001905
E01034932,E02001877
E01009289,E02001922
E01034954,E02007040
E01009048,E02001866
E01009490,E02001881
E01034914,E02001840
E01034918,E02001861
E01009483,E02001877
E01034942,E02001951
E01010109,E02002089
E01032886,E02002109
E01032886,E02002109
E01010180,E02002109
E01010221,E02002101
E01010125,E02002086
E01032590,E02006808
E01010181,E02002109
E01010114,E02002089
E01010166,E02002105
E01010109,E02002089
E01010114,E02002089
E01009309,E02001871
E01032590,E02006808
E01010181,E02002109
E01010180,E02002109
E01032590,E02006808
E01010125,E02002086
E01009202,E02001869
E01010181,E02002109
E01010221,E02002101
E01032886,E02002109
E01010166,E02002105
E01032886,E02002109
E01008910,E02001876
E01009079,E02007038
E01009239,E02001859
E01009355,E02001865
E01009362,E02001897
E01009458,E02001844
E01033557,E02006895
E01033567,E02006896
E01033615,E02006896
E01033620,E02006899
E01033622,E02006899
E01034923,E02001867
E01034923,E02001867
E01009342,E02001889
E01033617,E02001876
E01033617,E02001876
E01033617,E02001876
E01034946,E02006896
E01034942,E02001951
E01009481,E02001870
E01009280,E02001926
E01009000,E02001857
E01009146,E02006897
E01009048,E02001866
E01034954,E02007040
E01033640,E02006895
E01009195,E02001884
E01009493,E02001939
E01034951,E02006898
E01034914,E02001840
E01009014,E02001916
E01009138,E02001886
E01009138,E02001886
E01009488,E02001877
E01034948,E02006897
E01034929,E02001876
E01009389,E02001919
E01034942,E02001951
E01033557,E02006895
E01009030,E02001924
E01009382,E02007039
E01034944,E02001955
E01009000,E02001857
E01034948,E02006897
E01033646,E02001857
E01009289,E02001922
E01008991,E02001890
E01034947,E02006896
E01009243,E02001842
E01009414,E02001856
E01009243,E02001842
E01009512,E02001888
E01034942,E02001951
E01009159,E02001956
E01033649,E02001884
E01033622,E02006899
E01009030,E02001924
E01009380,E02001896
E01034949,E02006897
E01034955,E02007040
E01033624,E02006895
E01033640,E02006895
E01009362,E02001897
E01009309,E02001871
E01009284,E02001922
E01034931,E02001877
E01033646,E02001857
E01009490,E02001881
E01034917,E02001861
E01009493,E02001939
E01009061,E02001859
E01008913,E02001876
E01034915,E02001849
E01008991,E02001890
E01009512,E02001888
E01008982,E02001905
E01009449,E02001835
E01033557,E02006895
E01033640,E02006895
E01009481,E02001870
E01034940,E02001922
E01033622,E02006899
E01033565,E02006898
E01033646,E02001857
E01008913,E02001876
E01034948,E02006897
E01009314,E02001895
E01033565,E02006898
E01009490,E02001881
E01009488,E02001877
E01009061,E02001859
E01009486,E02001870
E01034928,E02001869
E01009244,E02001845
E01034948,E02006897
E01033620,E02006899
E01009364,E02001897
E01009289,E02001922
E01034944,E02001955
E01009284,E02001922
E01009491,E02001877
E01009140,E02001886
E01034944,E02001955
E01009146,E02006897
E01009195,E02001884
E01009486,E02001870
E01009364,E02001897
E01033649,E02001884
E01009364,E02001897
E01009491,E02001877
E01008909,E02001867
E01009332,E02006900
E01009363,E02001897
E01034914,E02001840
E01033640,E02006895
E01034930,E02001876
E01009331,E02006900
E01034940,E02001922
E01034915,E02001849
E01034917,E02001861
E01009382,E02007039
E01034932,E02001877
E01009066,E02001899
E01034929,E02001876
E01009146,E02006897
E01008910,E02001876
E01033617,E02001876
E01033617,E02001876
E01009342,E02001889
E01008910,E02001876
E01009355,E02001865
E01034923,E02001867
E01009062,E02001866
E01009048,E02001866
E01034945,E02001955
E01009284,E02001922
E01009048,E02001866
E01009062,E02001866
E01034936,E02001905
E01009379,E02001897
E01033625,E02006899
E01033622,E02006899
E01009140,E02001886
E01034951,E02006898
E01034937,E02001905
E01033623,E02006899
E01009329,E02001896
E01009314,E02001895
E01009362,E02001897
E01009316,E02001907
E01034945,E02001955
E01009202,E02001869
E01033624,E02006895
E01033640,E02006895
E01034950,E02006898
E01009332,E02006900
E01009483,E02001877
E01033559,E02001875
E01009146,E02006897
E01034930,E02001876
E01034950,E02006898
E01034940,E02001922
E01034955,E02007040
E01009363,E02001897
E01008982,E02001905
E01009289,E02001922
E01009481,E02001870
E01009280,E02001926
E01009449,E02001835
E01009379,E02001897
E01034950,E02006898
E01009364,E02001897
E01009014,E02001916
E01033559,E02001875
E01009316,E02001907
E01033623,E02006899
